0.77611,0.56483,0.3566,0.20411,0.13936,0.1642,0.25098,0.35288,0.42018,0.41693,0.33219,0.18248,0.0049616,-0.15588,-0.26304,-0.29816,-0.26546,-0.18763,-0.095766,-0.017512,0.032112,0.054045,0.061895,0.073899,0.1037,0.15384,0.21453,0.26815,0.2973,0.29314,0.2602,0.21566,0.18295,0.1822,0.22112,0.29014,0.36392,0.40912,0.39583,0.3087,0.15363,-0.042378,-0.23841,-0.39157,-0.4696,-0.46008,-0.37319,-0.23763,-0.09108,0.031013,0.10483,0.12273,0.092134,0.02983,-0.045534,-0.1199,-0.18691,-0.24699,-0.3037,-0.35914,-0.41106,-0.45274,-0.47579,-0.47431,-0.44842,-0.40523,-0.35653,-0.31407,-0.28436,-0.26539,-0.24696,-0.21488,-0.15762,-0.072678,0.030052,0.12976,0.20106,0.22311,0.18818,0.10621,0.0032767,-0.086132,-0.13048,-0.11226,-0.034615,0.079246,0.19397,0.2748,0.30069,0.27283,0.21527,0.16702,0.16811,0.24427,0.39602,0.59607,0.79647,0.94337,0.99457,0.93366
0.87284,0.70409,0.52569,0.38638,0.31891,0.33004,0.39945,0.48754,0.54944,0.5502,0.4761,0.33844,0.16868,0.0072926,-0.10976,-0.16207,-0.14964,-0.090434,-0.012024,0.059255,0.10736,0.13067,0.13994,0.15145,0.17838,0.22402,0.27975,0.32837,0.35152,0.33803,0.28966,0.22171,0.15803,0.12206,0.12737,0.17124,0.23411,0.28533,0.2934,0.23732,0.11488,-0.055075,-0.23736,-0.39065,-0.47986,-0.48655,-0.41411,-0.28602,-0.13833,-0.0086916,0.073989,0.096341,0.061836,-0.013116,-0.10635,-0.19753,-0.2736,-0.3305,-0.37135,-0.40233,-0.42851,-0.45127,-0.4682,-0.4751,-0.46877,-0.44905,-0.41907,-0.38356,-0.34617,-0.30724,-0.26334,-0.2091,-0.1408,-0.05993,0.024829,0.098802,0.14562,0.1534,0.12046,0.058115,-0.011123,-0.059858,-0.064806,-0.015381,0.081428,0.2021,0.31372,0.38508,0.39812,0.35538,0.28066,0.21207,0.18943,0.24028,0.36922,0.55458,0.75385,0.91649,0.99978,0.9827
0.92114,0.81337,0.68487,0.57448,0.51116,0.50492,0.54433,0.60126,0.64108,0.63477,0.56866,0.44865,0.29776,0.14802,0.029845,-0.037225,-0.049516,-0.018305,0.036091,0.092719,0.13754,0.16735,0.18876,0.21306,0.24924,0.29826,0.35103,0.39109,0.40094,0.3696,0.29829,0.20169,0.10403,0.031051,0.00081627,0.016549,0.064461,0.11756,0.14438,0.11982,0.034267,-0.10204,-0.26121,-0.40573,-0.49975,-0.52009,-0.46318,-0.34599,-0.20073,-0.065181,0.028059,0.060081,0.029434,-0.049564,-0.15292,-0.25509,-0.33634,-0.38716,-0.40873,-0.41001,-0.40291,-0.39752,-0.39904,-0.40704,-0.4169,-0.42227,-0.4175,-0.39909,-0.36598,-0.31899,-0.26019,-0.19262,-0.12065,-0.050496,0.0098836,0.051948,0.069003,0.059204,0.027955,-0.011623,-0.040974,-0.040984,0.0017919,0.089641,0.2111,0.3427,0.45509,0.52194,0.52887,0.47931,0.3949,0.30994,0.26116,0.27604,0.36349,0.51003,0.68319,0.84107,0.94514,0.97214
0.91901,0.87866,0.80892,0.73483,0.67827,0.65078,0.65039,0.66305,0.66832,0.64694,0.58775,0.49164,0.37116,0.24629,0.13797,0.061797,0.02409,0.021498,0.043988,0.079733,0.11982,0.16085,0.20453,0.25449,0.31198,0.37237,0.42435,0.45239,0.44193,0.38531,0.28624,0.16061,0.033081,-0.069914,-0.12851,-0.13621,-0.10268,-0.05133,-0.01209,-0.01173,-0.06476,-0.16801,-0.30078,-0.4307,-0.52346,-0.55333,-0.51118,-0.40744,-0.26909,-0.13178,-0.029569,0.014483,-0.0059812,-0.080081,-0.1842,-0.28981,-0.37191,-0.41562,-0.41902,-0.39175,-0.35042,-0.31251,-0.29077,-0.28996,-0.30637,-0.33003,-0.34849,-0.35081,-0.33063,-0.28758,-0.22695,-0.1581,-0.092128,-0.03946,-0.0077225,-0.00015283,-0.014647,-0.043594,-0.074675,-0.092788,-0.083047,-0.034448,0.056593,0.18391,0.33144,0.47588,0.59182,0.65827,0.6648,0.61541,0.52853,0.4329,0.36008,0.33582,0.37263,0.46612,0.59619,0.73289,0.84526,0.91024
0.86946,0.89015,0.87503,0.83467,0.78266,0.7311,0.68707,0.65118,0.61841,0.58085,0.53111,0.46538,0.38488,0.29567,0.20684,0.12804,0.067201,0.02932,0.016333,0.027927,0.062528,0.1178,0.19031,0.27442,0.36126,0.43836,0.49095,0.50479,0.47013,0.38543,0.25959,0.11133,-0.034483,-0.15286,-0.2255,-0.24625,-0.22334,-0.17739,-0.13554,-0.12328,-0.15637,-0.23555,-0.34565,-0.45971,-0.5468,-0.58143,-0.55145,-0.46207,-0.33476,-0.20129,-0.094654,-0.039878,-0.047178,-0.10969,-0.20621,-0.3079,-0.38692,-0.42419,-0.41402,-0.36457,-0.29411,-0.22464,-0.17491,-0.1551,-0.16454,-0.19297,-0.22465,-0.2438,-0.23966,-0.20963,-0.15972,-0.10243,-0.052734,-0.02363,-0.022283,-0.047892,-0.091627,-0.13852,-0.17079,-0.17177,-0.12964,-0.040222,0.091663,0.25255,0.42239,0.5781,0.69788,0.76565,0.77467,0.72932,0.64463,0.5434,0.45136,0.39148,0.37885,0.41728,0.4988,0.606,0.71669,0.8096
0.77932,0.84446,0.86915,0.8518,0.79899,0.72326,0.6396,0.56155,0.49787,0.45088,0.41655,0.38652,0.35113,0.30282,0.23879,0.16233,0.082439,0.011997,-0.03517,-0.047512,-0.018616,0.050903,0.15283,0.27224,0.38967,0.48437,0.53795,0.53798,0.4807,0.37232,0.22831,0.070777,-0.075993,-0.19069,-0.25988,-0.28128,-0.26439,-0.2281,-0.19575,-0.1886,-0.21971,-0.28982,-0.3866,-0.48768,-0.56683,-0.60145,-0.57945,-0.50322,-0.3896,-0.26559,-0.16103,-0.10036,-0.095836,-0.1442,-0.22789,-0.32028,-0.39337,-0.42574,-0.40824,-0.34585,-0.25543,-0.16001,-0.081645,-0.035053,-0.023916,-0.040871,-0.070945,-0.09718,-0.10652,-0.094043,-0.064325,-0.029495,-0.0048494,-0.0034164,-0.031235,-0.084771,-0.15119,-0.21135,-0.24453,-0.23359,-0.16919,-0.052053,0.10712,0.28986,0.47348,0.6353,0.75638,0.82446,0.83556,0.79424,0.71265,0.60854,0.50251,0.41478,0.36187,0.35388,0.39252,0.47079,0.57422,0.6837
0.65832,0.74632,0.79059,0.78196,0.72295,0.6271,0.51548,0.41096,0.33204,0.28789,0.27609,0.28387,0.29244,0.28307,0.24335,0.17142,0.077251,-0.01969,-0.095598,-0.12885,-0.1061,-0.026242,0.098721,0.24618,0.38792,0.49641,0.55073,0.54079,0.46897,0.34902,0.20255,0.05416,-0.073812,-0.16571,-0.2154,-0.2269,-0.21288,-0.1913,-0.18083,-0.19617,-0.24424,-0.32209,-0.41726,-0.51062,-0.58106,-0.61103,-0.59151,-0.52496,-0.42541,-0.31526,-0.21984,-0.1607,-0.14984,-0.1863,-0.25632,-0.33702,-0.40269,-0.43177,-0.41268,-0.34664,-0.24682,-0.13409,-0.030776,0.045642,0.086937,0.095397,0.08171,0.060321,0.043933,0.039027,0.043877,0.049669,0.044273,0.017332,-0.035072,-0.10777,-0.18672,-0.25212,-0.2834,-0.26456,-0.1884,-0.058459,0.1117,0.30147,0.48744,0.64775,0.76546,0.83062,0.84073,0.8002,0.71915,0.612,0.49594,0.38926,0.30923,0.26968,0.27835,0.33482,0.42958,0.545
0.51875,0.60878,0.6534,0.64114,0.57382,0.46654,0.34398,0.23375,0.15872,0.13046,0.14596,0.18858,0.2332,0.25404,0.23284,0.16492,0.061253,-0.054185,-0.15097,-0.20084,-0.18582,-0.10354,0.03183,0.19306,0.34682,0.46193,0.51686,0.50419,0.43138,0.31775,0.18874,0.069351,-0.02176,-0.075901,-0.095226,-0.090907,-0.079382,-0.077758,-0.0995,-0.15129,-0.23162,-0.33119,-0.43498,-0.52553,-0.5867,-0.60729,-0.5838,-0.52154,-0.43396,-0.34,-0.25999,-0.2109,-0.2022,-0.23321,-0.29303,-0.36295,-0.42107,-0.44778,-0.43075,-0.36802,-0.26819,-0.14787,-0.027038,0.076227,0.1501,0.19115,0.20372,0.19706,0.18113,0.16281,0.1436,0.1198,0.084909,0.033378,-0.035705,-0.11633,-0.1956,-0.25618,-0.28051,-0.25538,-0.17567,-0.045968,0.12006,0.30254,0.47928,0.62983,0.73856,0.79637,0.80098,0.7563,0.67131,0.55896,0.4351,0.31732,0.22318,0.16788,0.16132,0.20539,0.29225,0.40468
0.37511,0.45188,0.48405,0.46212,0.38974,0.2834,0.16851,0.072633,0.017803,0.014015,0.056027,0.12457,0.19182,0.22962,0.21811,0.15216,0.043496,-0.082028,-0.1915,-0.25419,-0.25024,-0.1764,-0.046989,0.11007,0.26082,0.37432,0.43048,0.42447,0.36677,0.27901,0.18706,0.11354,0.07187,0.063419,0.078212,0.09876,0.10561,0.082953,0.02286,-0.072922,-0.19367,-0.32253,-0.44046,-0.53042,-0.58066,-0.58684,-0.55243,-0.48781,-0.40809,-0.33029,-0.27014,-0.23912,-0.24225,-0.27693,-0.33329,-0.39606,-0.44768,-0.47202,-0.45796,-0.4019,-0.30851,-0.18956,-0.061097,0.060259,0.16088,0.23256,0.27323,0.28595,0.27656,0.25111,0.21382,0.16638,0.10875,0.041045,-0.034288,-0.11095,-0.17865,-0.22453,-0.23597,-0.20375,-0.12482,-0.0037309,0.14771,0.31236,0.47079,0.60454,0.6989,0.74472,0.73915,0.68543,0.59217,0.47236,0.34215,0.21933,0.12137,0.062864,0.052718,0.091688,0.17108,0.27337
0.24336,0.29956,0.31555,0.28602,0.21713,0.12545,0.034058,-0.0335,-0.0598,-0.038799,0.021854,0.10236,0.17594,0.21638,0.20568,0.13979,0.030401,-0.097708,-0.21316,-0.28653,-0.29841,-0.24473,-0.13767,-0.0020162,0.13196,0.23694,0.29584,0.30579,0.27772,0.232,0.19139,0.17366,0.18607,0.22327,0.26918,0.30198,0.30081,0.25197,0.15298,0.013462,-0.14727,-0.30503,-0.43646,-0.5242,-0.56023,-0.54675,-0.49477,-0.42096,-0.34387,-0.2802,-0.24202,-0.23519,-0.25902,-0.30699,-0.36815,-0.42914,-0.47625,-0.49762,-0.48509,-0.43556,-0.35155,-0.24089,-0.11535,0.01139,0.12605,0.21792,0.28027,0.31083,0.31125,0.28595,0.2406,0.18104,0.11269,0.04064,-0.029735,-0.092203,-0.13945,-0.1636,-0.15737,-0.11584,-0.038005,0.072029,0.20493,0.34706,0.48231,0.59454,0.67006,0.69962,0.67984,0.61362,0.50986,0.38238,0.24821,0.12544,0.030684,-0.023589,-0.031416,0.0050477,0.075268,0.16177
