0.33612,0.19332,0.0060576,-0.19755,-0.38778,-0.54193,-0.64975,-0.71378,-0.74504,-0.75622,-0.75527,-0.74221,-0.71026,-0.65054,-0.55818,-0.43682,-0.29934,-0.16437,-0.04974,0.034274,0.088906,0.12617,0.1634,0.21507,0.28531,0.36448,0.43153,0.46204,0.43879,0.36103,0.24819,0.13605,0.065826,0.069853,0.15871,0.31492,0.4961,0.6471,0.71754,0.67877,0.53429,0.31976,0.092074,-0.088911,-0.17996,-0.16851,-0.076339,0.048599,0.14928,0.17975,0.12128,-0.0113,-0.17515,-0.31495,-0.38289,-0.35605,-0.24498,-0.090585,0.049705,0.12143,0.091565,-0.040432,-0.24265,-0.46153,-0.6394,-0.73258,-0.72388,-0.62543,-0.47168,-0.30544,-0.16259,-0.060843,0.0035938,0.050784,0.10594,0.18704,0.29605,0.41723,0.52277,0.58366,0.58109,0.51433,0.40177,0.27488,0.16762,0.10511,0.095937,0.13078,0.18762,0.24123,0.27315,0.27829,0.26561,0.25297,0.25827,0.29049,0.34442,0.40105,0.43356,0.41676
0.33212,0.1636,-0.037373,-0.24005,-0.41552,-0.54541,-0.62626,-0.66822,-0.68871,-0.70389,-0.72138,-0.73724,-0.73826,-0.70844,-0.63704,-0.52455,-0.38411,-0.23764,-0.10826,-0.011974,0.047772,0.08044,0.1033,0.13298,0.17715,0.23013,0.27437,0.28788,0.25472,0.17428,0.065394,-0.037246,-0.093729,-0.073222,0.033229,0.20645,0.40239,0.56453,0.64169,0.60515,0.45911,0.2405,0.0077066,-0.17821,-0.27339,-0.26534,-0.17645,-0.055443,0.040314,0.065364,0.0024671,-0.13119,-0.29003,-0.41638,-0.46111,-0.40154,-0.25016,-0.051246,0.13354,0.24546,0.24792,0.13812,-0.052597,-0.2696,-0.45275,-0.55502,-0.55553,-0.46311,-0.30974,-0.13714,0.018306,0.13682,0.21879,0.2802,0.3423,0.4201,0.51436,0.61035,0.6834,0.70919,0.6742,0.58236,0.45506,0.32456,0.22333,0.17331,0.17926,0.22847,0.29677,0.35837,0.39553,0.40439,0.39476,0.38426,0.38918,0.41604,0.45719,0.49239,0.49576,0.4454
0.31789,0.13966,-0.061263,-0.25211,-0.40416,-0.50193,-0.54737,-0.55757,-0.55702,-0.56736,-0.59865,-0.64556,-0.68967,-0.7072,-0.67878,-0.59762,-0.47274,-0.32624,-0.18558,-0.074092,-0.0034777,0.028818,0.036449,0.036693,0.04193,0.053798,0.062643,0.052688,0.010849,-0.064531,-0.15905,-0.24421,-0.28607,-0.25766,-0.15069,0.018161,0.20948,0.3718,0.45753,0.43882,0.31759,0.12603,-0.083283,-0.25426,-0.3457,-0.3447,-0.27028,-0.16593,-0.083522,-0.064251,-0.12342,-0.24444,-0.38428,-0.48858,-0.51102,-0.43029,-0.25845,-0.038047,0.17137,0.31236,0.34801,0.27323,0.11554,-0.074705,-0.24091,-0.3377,-0.34342,-0.26387,-0.12664,0.03103,0.1761,0.29,0.37199,0.43507,0.49664,0.56831,0.649,0.72425,0.77187,0.77149,0.71403,0.60714,0.47435,0.34804,0.2588,0.22541,0.24896,0.31351,0.39272,0.45999,0.49798,0.50393,0.48891,0.47135,0.46772,0.48407,0.51209,0.53124,0.51628,0.44721
0.29431,0.12827,-0.053794,-0.21927,-0.34013,-0.40259,-0.4117,-0.38919,-0.36521,-0.36697,-0.40853,-0.48546,-0.57625,-0.65014,-0.67816,-0.6436,-0.54794,-0.41032,-0.2609,-0.1308,-0.042414,-0.0035754,-0.0075367,-0.038203,-0.078187,-0.11615,-0.15041,-0.18737,-0.2357,-0.29903,-0.37055,-0.4324,-0.46064,-0.43417,-0.34443,-0.20159,-0.034509,0.11639,0.21127,0.22398,0.15131,0.01493,-0.14517,-0.28372,-0.36518,-0.37557,-0.32666,-0.25101,-0.18954,-0.1759,-0.22339,-0.31919,-0.42811,-0.50461,-0.50907,-0.42237,-0.25373,-0.038902,0.17067,0.32407,0.3869,0.35164,0.23907,0.090535,-0.045842,-0.13024,-0.14219,-0.084286,0.022166,0.14722,0.26396,0.35727,0.42675,0.48315,0.54037,0.60676,0.67939,0.74385,0.77967,0.76901,0.70522,0.59746,0.4695,0.35271,0.27594,0.25599,0.29217,0.36717,0.45372,0.52455,0.56187,0.56272,0.53829,0.50767,0.48854,0.48874,0.50197,0.50962,0.48798,0.41808
0.26447,0.13312,-0.010064,-0.13616,-0.2197,-0.24823,-0.22765,-0.18091,-0.14049,-0.13701,-0.1881,-0.29147,-0.4248,-0.55261,-0.63773,-0.65349,-0.5924,-0.46844,-0.31244,-0.16214,-0.050824,0.0018399,-0.0063564,-0.062344,-0.14465,-0.23195,-0.30994,-0.37403,-0.4274,-0.47568,-0.521,-0.55829,-0.57576,-0.55942,-0.49985,-0.39838,-0.26969,-0.13933,-0.03662,0.014673,0.0045405,-0.059449,-0.15435,-0.24953,-0.31719,-0.34193,-0.32575,-0.28663,-0.25096,-0.24271,-0.27328,-0.33592,-0.40691,-0.45341,-0.44515,-0.36586,-0.2203,-0.034125,0.15333,0.30107,0.37915,0.37761,0.30885,0.20269,0.096205,0.021876,-0.0016146,0.02684,0.093385,0.17665,0.25685,0.32289,0.37493,0.42174,0.47427,0.53842,0.61031,0.67604,0.71639,0.71445,0.66335,0.57065,0.45759,0.35304,0.28431,0.26813,0.30516,0.38001,0.46691,0.53886,0.57679,0.57543,0.54371,0.49968,0.4621,0.44206,0.43803,0.43631,0.41679,0.36181
0.23231,0.15267,0.064513,-0.010821,-0.053258,-0.052599,-0.014085,0.04151,0.083752,0.082647,0.019535,-0.10511,-0.26995,-0.43805,-0.56764,-0.62491,-0.59459,-0.48494,-0.32526,-0.15719,-0.022416,0.048927,0.045576,-0.023861,-0.13606,-0.26199,-0.37638,-0.46434,-0.52319,-0.5595,-0.583,-0.60039,-0.61144,-0.60915,-0.58352,-0.52729,-0.44099,-0.335,-0.22765,-0.13979,-0.08796,-0.078811,-0.10692,-0.157,-0.20962,-0.24831,-0.26529,-0.26351,-0.25431,-0.25162,-0.26491,-0.29387,-0.3271,-0.34535,-0.32851,-0.2636,-0.15085,-0.0054036,0.14616,0.27347,0.35159,0.36862,0.32897,0.25142,0.16264,0.088549,0.04674,0.042406,0.069002,0.11299,0.1605,0.20316,0.24078,0.27997,0.32942,0.39412,0.47091,0.54766,0.60654,0.63035,0.6094,0.5464,0.45699,0.3656,0.29791,0.27246,0.29455,0.3546,0.4317,0.50088,0.54164,0.54449,0.51316,0.46186,0.40874,0.36822,0.34524,0.33376,0.31997,0.289
0.20112,0.1797,0.15421,0.13535,0.13471,0.15833,0.20171,0.24864,0.2749,0.2559,0.17595,0.035631,-0.14553,-0.33254,-0.48405,-0.56419,-0.55361,-0.45587,-0.29711,-0.11887,0.033577,0.12375,0.1334,0.066,-0.056409,-0.20169,-0.33816,-0.44364,-0.51019,-0.54329,-0.55649,-0.56384,-0.57327,-0.58335,-0.58453,-0.56401,-0.51218,-0.42787,-0.32038,-0.20738,-0.10956,-0.044021,-0.018999,-0.031735,-0.070262,-0.11822,-0.16075,-0.18914,-0.20255,-0.2063,-0.20764,-0.21096,-0.21452,-0.21027,-0.18685,-0.13477,-0.051479,0.055585,0.16963,0.26868,0.33208,0.34695,0.31234,0.23959,0.14865,0.061851,-0.0027407,-0.035993,-0.038862,-0.019871,0.0098639,0.041923,0.07402,0.11023,0.15799,0.22324,0.30584,0.39727,0.48198,0.54195,0.56296,0.54022,0.48101,0.40326,0.33027,0.28329,0.27476,0.30434,0.35937,0.41952,0.46384,0.47775,0.45744,0.41016,0.35055,0.29462,0.25367,0.23074,0.22067,0.21374
0.17228,0.20294,0.23661,0.27221,0.31054,0.35109,0.38883,0.41273,0.4075,0.35812,0.25616,0.1052,-0.076696,-0.25919,-0.4064,-0.4865,-0.48114,-0.39174,-0.24025,-0.063923,0.094458,0.19804,0.22539,0.17521,0.06496,-0.075945,-0.2158,-0.32992,-0.40658,-0.44791,-0.46587,-0.47531,-0.48685,-0.50223,-0.51388,-0.50856,-0.4735,-0.40256,-0.29999,-0.18026,-0.064175,0.027458,0.080116,0.089647,0.062756,0.013934,-0.039854,-0.084622,-0.11296,-0.12461,-0.12414,-0.11695,-0.1056,-0.087948,-0.05818,-0.010156,0.058339,0.14233,0.22904,0.30042,0.33832,0.33035,0.27443,0.18018,0.066555,-0.043533,-0.12983,-0.18021,-0.19314,-0.17641,-0.14272,-0.10393,-0.066332,-0.028609,0.01657,0.078173,0.16137,0.26335,0.37223,0.46962,0.53625,0.55847,0.53337,0.47047,0.38925,0.31325,0.26279,0.24869,0.26935,0.31191,0.35714,0.3862,0.38681,0.35685,0.30413,0.24296,0.18877,0.1531,0.14063,0.14917
0.14471,0.21016,0.28878,0.36885,0.43974,0.49246,0.51919,0.51291,0.46771,0.38043,0.25312,0.095343,-0.075068,-0.23371,-0.354,-0.41343,-0.39978,-0.31548,-0.1783,-0.017851,0.13135,0.23831,0.28303,0.26079,0.18205,0.068102,-0.055861,-0.16797,-0.25491,-0.31362,-0.34928,-0.37076,-0.38545,-0.39548,-0.39682,-0.38139,-0.34119,-0.27273,-0.17996,-0.074396,0.027613,0.10947,0.15917,0.17257,0.15402,0.11428,0.066567,0.022429,-0.011075,-0.031968,-0.04173,-0.042461,-0.034297,-0.014421,0.021727,0.077437,0.15121,0.23442,0.31148,0.36297,0.37108,0.32544,0.22747,0.091335,-0.059033,-0.1961,-0.29625,-0.34603,-0.34524,-0.30561,-0.24572,-0.18393,-0.13186,-0.090806,-0.052289,-0.0025166,0.070919,0.17266,0.29596,0.42327,0.53096,0.59671,0.60682,0.56112,0.47352,0.36806,0.27176,0.20658,0.18327,0.19888,0.23882,0.28235,0.30971,0.30842,0.27669,0.22328,0.16391,0.11601,0.093518,0.10339
0.11523,0.19182,0.29386,0.40229,0.49637,0.55784,0.57397,0.53911,0.45494,0.32979,0.17738,0.015151,-0.1376,-0.26204,-0.34233,-0.36828,-0.33745,-0.25618,-0.139,-0.0063107,0.11937,0.21766,0.27421,0.28304,0.24691,0.17571,0.083423,-0.0153,-0.10799,-0.18592,-0.24427,-0.28113,-0.29614,-0.28953,-0.2618,-0.2143,-0.1501,-0.074723,0.0040892,0.077419,0.13703,0.1773,0.19642,0.19655,0.1826,0.16025,0.13405,0.10632,0.077385,0.047148,0.017149,-0.0078461,-0.019742,-0.0089897,0.031915,0.1044,0.20083,0.30399,0.38983,0.43304,0.41419,0.32606,0.1772,-0.0088455,-0.19875,-0.3577,-0.45847,-0.48837,-0.45203,-0.36894,-0.26664,-0.17174,-0.10157,-0.059331,-0.034196,-0.0063372,0.04493,0.13264,0.25627,0.40041,0.53871,0.64156,0.68529,0.65976,0.57177,0.44342,0.30578,0.19,0.11868,0.10005,0.12679,0.17948,0.23342,0.26665,0.26649,0.23285,0.17752,0.11995,0.081073,0.077118
